names,scores,logfoldchanges,pvals,pvals_adj
Dmel_CR45848,2.7673173,1.379146,0.005651971326482245,0.027057397158944695
Dmel_CG7012,2.7418091,1.0132875,0.006110184351346333,0.029049903242055777
Dmel_CG3634,2.667757,1.0435699,0.007635947159867248,0.035671518531039996
Dmel_CG10347,2.547913,1.4106123,0.010836947146884246,0.04905557094633341
Dmel_CG2124,-2.5745156,-1.1977876,0.010038054333634706,0.04583393745597417
Dmel_CG4784,-2.902021,-2.1895022,0.0037076388902232862,0.01844136360954739
Dmel_CG5711,-3.0729554,-1.0617645,0.0021195022476302424,0.010896861907710883
Dmel_CR45479,-3.1738605,-2.0773802,0.0015042589945890303,0.007910151039573609
Dmel_CG13057,-3.1749935,-2.9169748,0.0014983979948189762,0.007882485208132973
Dmel_CG13762,-3.2152495,-7.647118,0.00130331202655345,0.006917133821057709
Dmel_CG1561,-3.2340822,-1.4138384,0.001220343102379112,0.006500416987581642
Dmel_CG11158,-3.3657548,-1.1001508,0.0007633452320440955,0.004190108477147644
Dmel_CG3466,-3.6095073,-2.6682932,0.00030677916210074415,0.0017743771871328693
Dmel_CG4542,-3.722327,-1.3338801,0.00019739513402446818,0.001167402995596551
Dmel_CG13061,-4.0544825,-2.112487,5.024537816260752e-05,0.00031546799542992143
Dmel_CG6781,-4.4147625,-2.1150837,1.0112084736323743e-05,6.849634305156201e-05
Dmel_CG32580,-5.047264,-2.4796178,4.481816419787904e-07,3.394556171321778e-06
Dmel_CG9131,-5.108294,-1.0930843,3.250807002731471e-07,2.4938035506651637e-06
Dmel_CG6999,-6.477045,-1.0566945,9.353614065932443e-11,9.172824062717779e-10
Dmel_CG32706,-6.93326,-1.2487581,4.112511768439832e-12,4.3512493678798574e-11
Dmel_CG5962,-10.686462,-1.0935882,1.1777840986586401e-26,2.289535627288933e-25
Dmel_CG4899,-13.250201,-2.0881405,4.499968441852956e-40,1.2167507262220103e-38
Dmel_CG4550,-15.409273,-1.3476907,1.4179770112880852e-53,5.1904278287846034e-52
Dmel_CR32665,-141.73848,-9.090916,0.0,0.0
Dmel_CR32777,-174.51584,-7.563075,0.0,0.0
